"Source";"Keyword";"URL";"Headline";"Author";"Date";"Content";"FIELD8";"FIELD9";"FIELD10";"FIELD11";"FIELD12";"FIELD13";"FIELD14"
"Kompas.com";"RSUD";"https://www.google.com/url?q=https://bola.kompas.com/read/2017/10/15/20203948/penjelasan-dokter-rsud-dr-soegiri-soal-meninggalnya-choirul-huda&sa=U&ved=0ahUKEwi9tqrMi7HeAhXbfCsKHbLzAM4QFggXMAY&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw3a-dwwmYm0wZU8yNJQCKRQ";"Penjelasan Dokter RSUD dr Soegiri soal Meninggalnya Choirul Huda";"Eris Eka Jaya";"10/15/2017 20:20";"KOMPAS.com - Kiper  Persela Lamongan,  Choirul Huda, meninggal dunia setelah sempat tak sadarkan diri karena mengalami benturan atau tabrakan dengan rekan setimnya, Ramon Rodrigues, dan penyerang Semen Padang, Marcel Sacramento, Minggu (15/10/2017).
Saat membawa Persela menang 2-0 ketika melawan Semen Padang, Huda sempat tak sadarkan diri karena terlibat benturan dan harus diganti pada menit ke-45.
Huda kemudian diberikan alat bantu pernapasan dari tabung oksigen.
Setelah itu, pemain yang membela Persela Lamongan sejak 1999 ini diangkut dengan mobil ambulans untuk dibawa ke rumah sakit.
Mendapat penanganan pihak RS, kiper berusia 38 tahun itu kemudian dinyatakan meninggal dunia.
Baca juga: Berbenturan Saat Bermain, Kiper Persela Choirul Huda Meninggal Dunia
Terkait peristiwa tersebut, pihak dari RSUD dr Soegiri Lamongan, yakni dokter Yudistiro Andri Nugroho, Spesialis Anastesi (Kepala unit Instalasi Gawat Darurat), memberi penjelasan.
Menurut pemeriksaan, Huda mengalami trauma benturan sehingga menyebabkan henti napas dan henti jantung.
""Choirul Huda mengalami trauma benturan dengan sesama pemain sehingga terjadi apa yang kita sebut henti napas dan henti jantung. Oleh teman-teman medis di stadion sudah dilakukan penanganan pembebasan jalan napas dengan bantuan napas. Kemudian, Huda dirujuk ke UGD RSUD dr Soegiri. Di ambulans, Huda juga ditangani secara medis untuk bantuan napas maupun untuk penanganan henti jantung,"" ujar Yudistrio Andri, Minggu.
Dia menjelaskan, pihak RS kemudian melakukan pemasangan alat bantu pernapasan terhadap Choirul Huda.
Baca juga: Persela Menang, Kiper Choirul Huda Tak Sadarkan Diri Kena Benturan
""Sesampainya di UGD, Huda segera ditangani. Kami melakukan pemasangan alat bantu napas yang sifatnya permanen. Kami lakukan inkubasi dengan memasang alat semacam pipa napas. Itu yang menjamin oksigen bisa 100 persen masuk ke paru-paru. Dengan itu, kami harapkan kami melakukan pompa otak sama jantung,"" tuturnya.
Dokter Yudistrio mengatakan, setelah diberi penanganan, sempat ada respons dari Choirul Huda, tetapi kemudian menurun.
""Sempat ada respons dari Choirul Huda dengan adanya gambaran kulit memerah, tetapi kondisinya tetap semakin menurun. Pompa jantung dan otak itu dilakukan selama satu jam tidak ada respons. Tidak ada refleks tanda-tanda kehidupan normal. Kemudian, kami menyatakan Huda meninggal pada pukul 16.45. Kami sudah mati-matian untuk mengembalikan fungsi vital tubuh Choirul Huda,"" ujarnya.
""Sesuai analisis awal benturan ada di dada dan rahang bawah. Ada kemungkinan trauma dada, trauma kepala, dan trauma leher. Di dalam tulang leher itu ada sumsum tulang yang menghubungkan batang otak. Di batang otak itu, ada pusat-pusat semua organ vital, pusat denyut jantung, dan napas,"" tuturnya.";"857fbf1f7f488591a4048bfec25519dfa1d230";"robots";"DesignStudio2ef5efc000000001";"10/31/2018 23:24";"10/31/2018 23:24";"y";"10/31/2018 23:24"
"Kompas.com";"rumah sakit";"https://www.google.com/url?q=https://bola.kompas.com/read/2018/03/02/12360018/satu-gedung-rumah-sakit-mater-dei-disewa-khusus-untuk-neymar&sa=U&ved=0ahUKEwiKp5WgkbPeAhUMKo8KHTdrAXIQFggaMAc&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw0J7h-Va8857AbAz_mM7hzL";"Satu Gedung Rumah Sakit Mater Dei Disewa Khusus untuk Neymar";"Aloysius Gonsaga AE";"3/2/2018 12:36";"KOMPAS.com - Rumah sakit Mater Dei di Kota Belo Horizonte, daerah di Tenggara Brasil, sedang bersiap menyambut kedatangan megabintang Paris Saint-Germain ( PSG),  Neymar. Rumah sakit tersebut akan menjadi tempat Neymar menjalani operasi.Neymar mengalami retak pada tulang metatarsal saat memperkuat PSG melawan Olympique Marseille dalam lanjutan Liga Perancis pada akhir pekan kemarin. Dia harus menjalani operasi agar bisa sembuh.
Baca juga: Las Palmas Vs Barcelona, Cetak Gol Tendangan Bebas, Messi Lewati NeymarTim yang akan mengoperasi Neymar terdiri dari Rodrigo Lasmar, dokter timnas Brasil, dan Gerard Saillant, dokter yang mengoperasi lutut Ronaldo Nazario pada tahun 2000. Asisten Direktur Olahraga PSG, Maxwell, juga akan turut hadir di sana.

Neymar in Brazil ahead of his surgery this week ???????????????? pic.twitter.com/vi953BDQd2
— Neymar Jr. (@Neymarvellous) March 1, 2018
Untuk mempersiapkan operasi, satu gedung di Rumah Sakit Mater Dei dipersiapkan khusus hanya untuk Neymar. Selain untuk Neymar, gedung itu juga menjadi tempat tinggal sementara 10 orang lain seperti keluarga dan dokter saat operasi dilangsungkan.Neymar kabarnya akan bisa pulang dari rumah sakit sehari setelahnya. Belum jelas apakah dia akan kembali ke Paris atau akan tetap di Brasil sampai cederanya sembuh.
Baca juga: Sejarah Hari Ini - Mengenang Eks Striker Timnas Irak yang Bersinar di SUGBKDokter mengatakan bahwa Neymar akan butuh waktu dua setengah sampai tiga bulan untuk bisa sembuh total. Artinya, Neymar tak akan bisa bermain lagi bagi PSG pada musim ini.Setelah sembuh pada akhir bulan Mei, Neymar akan berusaha bugar untuk membela timnas Brasil pada Piala Dunia 2018. Dia hanya punya waktu tiga minggu untuk memulihkan kondisinya sebelum terlibat dalam turnamen empat tahunan tersebut. (Thoriq Az Zuhri Yunus)

Neymar will have surgery this weekend and is expected to miss three months. He faces a race to the World Cup pic.twitter.com/nKKQWH0LLr
— Bleacher Report (@BleacherReport) March 1, 2018";"db89c86b2e7a2fe34f1ee6a8486419d6a7e8d";"robots";"DesignStudio891162200000001";"11/1/2018 20:30";"11/1/2018 20:30";"y";"11/1/2018 20:30"
"Kompas.com";"rumah sakit";"https://www.google.com/url?q=https://bola.kompas.com/read/2018/03/02/12360018/satu-gedung-rumah-sakit-mater-dei-disewa-khusus-untuk-neymar&sa=U&ved=0ahUKEwiQ55-A4qzeAhUGMI8KHYuNDIYQFggXMAY&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw1A4IoNvW_Uw8j258YXU87q";"Satu Gedung Rumah Sakit Mater Dei Disewa Khusus untuk Neymar";"Aloysius Gonsaga AE";"3/2/2018 12:36";"KOMPAS.com - Rumah sakit Mater Dei di Kota Belo Horizonte, daerah di Tenggara Brasil, sedang bersiap menyambut kedatangan megabintang Paris Saint-Germain ( PSG),  Neymar. Rumah sakit tersebut akan menjadi tempat Neymar menjalani operasi.Neymar mengalami retak pada tulang metatarsal saat memperkuat PSG melawan Olympique Marseille dalam lanjutan Liga Perancis pada akhir pekan kemarin. Dia harus menjalani operasi agar bisa sembuh.
Baca juga: Las Palmas Vs Barcelona, Cetak Gol Tendangan Bebas, Messi Lewati NeymarTim yang akan mengoperasi Neymar terdiri dari Rodrigo Lasmar, dokter timnas Brasil, dan Gerard Saillant, dokter yang mengoperasi lutut Ronaldo Nazario pada tahun 2000. Asisten Direktur Olahraga PSG, Maxwell, juga akan turut hadir di sana.

Neymar in Brazil ahead of his surgery this week ???????????????? pic.twitter.com/vi953BDQd2
— Neymar Jr. (@Neymarvellous) March 1, 2018
Untuk mempersiapkan operasi, satu gedung di Rumah Sakit Mater Dei dipersiapkan khusus hanya untuk Neymar. Selain untuk Neymar, gedung itu juga menjadi tempat tinggal sementara 10 orang lain seperti keluarga dan dokter saat operasi dilangsungkan.Neymar kabarnya akan bisa pulang dari rumah sakit sehari setelahnya. Belum jelas apakah dia akan kembali ke Paris atau akan tetap di Brasil sampai cederanya sembuh.
Baca juga: Sejarah Hari Ini - Mengenang Eks Striker Timnas Irak yang Bersinar di SUGBKDokter mengatakan bahwa Neymar akan butuh waktu dua setengah sampai tiga bulan untuk bisa sembuh total. Artinya, Neymar tak akan bisa bermain lagi bagi PSG pada musim ini.Setelah sembuh pada akhir bulan Mei, Neymar akan berusaha bugar untuk membela timnas Brasil pada Piala Dunia 2018. Dia hanya punya waktu tiga minggu untuk memulihkan kondisinya sebelum terlibat dalam turnamen empat tahunan tersebut. (Thoriq Az Zuhri Yunus)

Neymar will have surgery this weekend and is expected to miss three months. He faces a race to the World Cup pic.twitter.com/nKKQWH0LLr
— Bleacher Report (@BleacherReport) March 1, 2018";"ffea581f1c55508e7d63edd24344e72d7bc293c7";"robots";"DesignStudio76fb40eb00000004";"10/30/2018 6:07";"10/30/2018 6:07";"y";"10/30/2018 6:07"
"Kompas.com";"rumah sakit";"https://www.google.com/url?q=https://bola.kompas.com/read/2018/03/02/12360018/satu-gedung-rumah-sakit-mater-dei-disewa-khusus-untuk-neymar&sa=U&ved=0ahUKEwj6oc-SsK7eAhUBO48KHWzhCQAQFggUMAU&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw1T_Yvyq2lusfeog3aDmuG7";"Satu Gedung Rumah Sakit Mater Dei Disewa Khusus untuk Neymar";"Aloysius Gonsaga AE";"3/2/2018 12:36";"KOMPAS.com - Rumah sakit Mater Dei di Kota Belo Horizonte, daerah di Tenggara Brasil, sedang bersiap menyambut kedatangan megabintang Paris Saint-Germain ( PSG),  Neymar. Rumah sakit tersebut akan menjadi tempat Neymar menjalani operasi.Neymar mengalami retak pada tulang metatarsal saat memperkuat PSG melawan Olympique Marseille dalam lanjutan Liga Perancis pada akhir pekan kemarin. Dia harus menjalani operasi agar bisa sembuh.
Baca juga: Las Palmas Vs Barcelona, Cetak Gol Tendangan Bebas, Messi Lewati NeymarTim yang akan mengoperasi Neymar terdiri dari Rodrigo Lasmar, dokter timnas Brasil, dan Gerard Saillant, dokter yang mengoperasi lutut Ronaldo Nazario pada tahun 2000. Asisten Direktur Olahraga PSG, Maxwell, juga akan turut hadir di sana.

Neymar in Brazil ahead of his surgery this week ???????????????? pic.twitter.com/vi953BDQd2
— Neymar Jr. (@Neymarvellous) March 1, 2018
Untuk mempersiapkan operasi, satu gedung di Rumah Sakit Mater Dei dipersiapkan khusus hanya untuk Neymar. Selain untuk Neymar, gedung itu juga menjadi tempat tinggal sementara 10 orang lain seperti keluarga dan dokter saat operasi dilangsungkan.Neymar kabarnya akan bisa pulang dari rumah sakit sehari setelahnya. Belum jelas apakah dia akan kembali ke Paris atau akan tetap di Brasil sampai cederanya sembuh.
Baca juga: Sejarah Hari Ini - Mengenang Eks Striker Timnas Irak yang Bersinar di SUGBKDokter mengatakan bahwa Neymar akan butuh waktu dua setengah sampai tiga bulan untuk bisa sembuh total. Artinya, Neymar tak akan bisa bermain lagi bagi PSG pada musim ini.Setelah sembuh pada akhir bulan Mei, Neymar akan berusaha bugar untuk membela timnas Brasil pada Piala Dunia 2018. Dia hanya punya waktu tiga minggu untuk memulihkan kondisinya sebelum terlibat dalam turnamen empat tahunan tersebut. (Thoriq Az Zuhri Yunus)

Neymar will have surgery this weekend and is expected to miss three months. He faces a race to the World Cup pic.twitter.com/nKKQWH0LLr
— Bleacher Report (@BleacherReport) March 1, 2018";"b113e066183849f5571830446d3e2525aef4e5b0";"robots";"DesignStudio5f50d39d00000001";"10/30/2018 21:30";"10/30/2018 21:30";"y";"10/30/2018 21:30"
"Kompas.com";"rumah sakit";"https://www.google.com/url?q=https://bola.kompas.com/read/2018/03/02/12360018/satu-gedung-rumah-sakit-mater-dei-disewa-khusus-untuk-neymar&sa=U&ved=0ahUKEwjNxc_DhbHeAhUIWX0KHYkhCXQQFggXMAY&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw26tyrp4BY1hKRFJ9IO0M1E";"Satu Gedung Rumah Sakit Mater Dei Disewa Khusus untuk Neymar";"Aloysius Gonsaga AE";"3/2/2018 12:36";"KOMPAS.com - Rumah sakit Mater Dei di Kota Belo Horizonte, daerah di Tenggara Brasil, sedang bersiap menyambut kedatangan megabintang Paris Saint-Germain ( PSG),  Neymar. Rumah sakit tersebut akan menjadi tempat Neymar menjalani operasi.Neymar mengalami retak pada tulang metatarsal saat memperkuat PSG melawan Olympique Marseille dalam lanjutan Liga Perancis pada akhir pekan kemarin. Dia harus menjalani operasi agar bisa sembuh.
Baca juga: Las Palmas Vs Barcelona, Cetak Gol Tendangan Bebas, Messi Lewati NeymarTim yang akan mengoperasi Neymar terdiri dari Rodrigo Lasmar, dokter timnas Brasil, dan Gerard Saillant, dokter yang mengoperasi lutut Ronaldo Nazario pada tahun 2000. Asisten Direktur Olahraga PSG, Maxwell, juga akan turut hadir di sana.

Neymar in Brazil ahead of his surgery this week ???????????????? pic.twitter.com/vi953BDQd2
— Neymar Jr. (@Neymarvellous) March 1, 2018
Untuk mempersiapkan operasi, satu gedung di Rumah Sakit Mater Dei dipersiapkan khusus hanya untuk Neymar. Selain untuk Neymar, gedung itu juga menjadi tempat tinggal sementara 10 orang lain seperti keluarga dan dokter saat operasi dilangsungkan.Neymar kabarnya akan bisa pulang dari rumah sakit sehari setelahnya. Belum jelas apakah dia akan kembali ke Paris atau akan tetap di Brasil sampai cederanya sembuh.
Baca juga: Sejarah Hari Ini - Mengenang Eks Striker Timnas Irak yang Bersinar di SUGBKDokter mengatakan bahwa Neymar akan butuh waktu dua setengah sampai tiga bulan untuk bisa sembuh total. Artinya, Neymar tak akan bisa bermain lagi bagi PSG pada musim ini.Setelah sembuh pada akhir bulan Mei, Neymar akan berusaha bugar untuk membela timnas Brasil pada Piala Dunia 2018. Dia hanya punya waktu tiga minggu untuk memulihkan kondisinya sebelum terlibat dalam turnamen empat tahunan tersebut. (Thoriq Az Zuhri Yunus)

Neymar will have surgery this weekend and is expected to miss three months. He faces a race to the World Cup pic.twitter.com/nKKQWH0LLr
— Bleacher Report (@BleacherReport) March 1, 2018";"7e4b1819852c210ca19a1973b12b14e9f68cf";"robots";"DesignStudio2ef5efc000000001";"10/31/2018 22:58";"10/31/2018 22:58";"y";"10/31/2018 22:58"
"Kompas.com";"rumah sakit";"https://www.google.com/url?q=https://bola.kompas.com/read/2018/07/11/17145868/satu-pemain-persebaya-dilarikan-ke-rumah-sakit&sa=U&ved=0ahUKEwj20JLxh7HeAhURF4gKHd5_AvI4MhAWCBQwBQ&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw0k9y-tRZFl81RhGk__xeSE";"Satu Pemain Persebaya Dilarikan ke Rumah Sakit";"Aloysius Gonsaga AE";"7/11/2018 17:14";"KOMPAS.com - Pemain  Persebaya Surabaya, Andri Muladi, harus dilarikan ke rumah sakit terdekat dengan mobil ambulance. Dia terjatuh ketika berduel udara dengan penyerang Bhayangkara FC, Dendy Sulistyawan.Insiden itu terjadi pada menit ke-73. Andri Muladi yang berduel dengan Dendi terlihat terjatuh dengan kondisi kepala belakang mengenai tanah.Pemain bernomor punggung 44 itu kesakitan dan tidur di dekat bench pemain Bhayangkara FC. Wasit langsung meminta dokter tim Persebaya untuk memeriksa.Terlihat Andri Muladi mendapat pertolongan. Dia menggunakan penyangga leher dan terlihat tidak bergerak dan kemungkinan besar pingsan.Mobil ambulance langsung masuk ke dalam Stadion PTIK, Jakarta Selatan, untuk membawa Andri Muladi ke rumah sakit terdekat. Andri Muladi pun tak bisa melanjutkan pertandingan sehingga digantikan oleh Misbakus Solikin pada menit ke-75.Pertandingan Bhayangkara FC Vs Persebaya pada pekan ke-15 Liga 1 2018 dilanjutkan kembali oleh wasit asal Jawa Tengah, Adi Riyanto. Laga saat ini masih sama kuat 2-2 sampai menit ke-83. (Mochamad Hary Prasetya)";"d2976787d77f7e9a39ba44389e58c770bc62de4";"robots";"DesignStudio2ef5efc000000001";"10/31/2018 23:08";"10/31/2018 23:08";"y";"10/31/2018 23:08"
"Kompas.com";"rumah sakit";"https://www.google.com/url?q=https://bola.kompas.com/read/2018/07/11/17145868/satu-pemain-persebaya-dilarikan-ke-rumah-sakit&sa=U&ved=0ahUKEwjXsM6kqbPeAhXErY8KHfZBCV44MhAWCA4wAw&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw1Sx1X5dRHtgTCtjCcSkq3U";"Satu Pemain Persebaya Dilarikan ke Rumah Sakit";"Aloysius Gonsaga AE";"7/11/2018 17:14";"KOMPAS.com - Pemain  Persebaya Surabaya, Andri Muladi, harus dilarikan ke rumah sakit terdekat dengan mobil ambulance. Dia terjatuh ketika berduel udara dengan penyerang Bhayangkara FC, Dendy Sulistyawan.Insiden itu terjadi pada menit ke-73. Andri Muladi yang berduel dengan Dendi terlihat terjatuh dengan kondisi kepala belakang mengenai tanah.Pemain bernomor punggung 44 itu kesakitan dan tidur di dekat bench pemain Bhayangkara FC. Wasit langsung meminta dokter tim Persebaya untuk memeriksa.Terlihat Andri Muladi mendapat pertolongan. Dia menggunakan penyangga leher dan terlihat tidak bergerak dan kemungkinan besar pingsan.Mobil ambulance langsung masuk ke dalam Stadion PTIK, Jakarta Selatan, untuk membawa Andri Muladi ke rumah sakit terdekat. Andri Muladi pun tak bisa melanjutkan pertandingan sehingga digantikan oleh Misbakus Solikin pada menit ke-75.Pertandingan Bhayangkara FC Vs Persebaya pada pekan ke-15 Liga 1 2018 dilanjutkan kembali oleh wasit asal Jawa Tengah, Adi Riyanto. Laga saat ini masih sama kuat 2-2 sampai menit ke-83. (Mochamad Hary Prasetya)";"6d9c65a5ca2f94c835b328249465cd2e644b993";"robots";"DesignStudio891162200000001";"11/1/2018 20:44";"11/1/2018 20:44";"y";"11/1/2018 20:44"
"Kompas.com";"rumah sakit";"https://www.google.com/url?q=https://bola.kompas.com/read/2018/08/16/11150088/cedera-engkel-bagas-adi-dibawa-ke-rumah-sakit&sa=U&ved=0ahUKEwi_5ZqwqrPeAhVCwI8KHVUjD7s4PBAWCAUwAA&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw1ArTE48XriHS1oWMIA3bdb";"Cedera Engkel, Bagas Adi Dibawa ke Rumah Sakit";"Aloysius Gonsaga AE";"8/16/2018 11:15";"KOMPAS.com - Timnas U-23 Indonesia kembali menjalani sesi latihan di Lapangan ABC, Senayan, Jakarta Pusat, Kamis (16/8/2018). Ini sebagai persiapan melawan timnas U-23 Laos dalam lanjutan penyisihan Grup A cabang sepak bola Asian Games 2018.Saat tiba di Lapangan ABC pada pukul 09.20 WIB, satu pemain Indonesia,  Bagas Adi Nugroho, langsung dilarikan ke rumah sakit. Bagas mengalami cedera di bagian kaki saat melawan Palestina pada Rabu (15/8).Bek Arema FC itu tidak bisa melanjutkan pertandingan dan terpaksa di gantikan Rezaldi Hehanussa pada babak kedua.
Baca Juga: Kalah dari Palestina, Begini Skenario Timnas U-23 Indonesia Bisa LolosBagas Adi ditemani Dokter Timnas U-23 Indonesia, Syarif Alwi, ke salah satu rumah sakit yang deket dengan Senayan. Kata Syarif Alwi, pemain belakang itu akan menjalani pemeriksaan magnetic resonance imaging (MRI).“Bagas Adi terpaksa tidak ikut latihan pada hari ini karena kemarin dia mengalami cedera pada engkelnya,” kata Syarif Alwi di Lapangan ABC, Kamis (16/8/2018).“Jadi kami bawa ke rumah sakit untuk MRI,” ucap pria yang akrab disapa Papi tersebut.Tanpa Bagas, terlihat satu wajah baru yang dipanggil pelatih Luis Milla. Bek Barito Putera, Nazar Nurzaidin, sudah bergabung bersama Hansamu Yama dkk dalam latihan pagi ini.Indonesia bertemu Laos di Stadion Patriot, Bekasi, Jawa Barat, Jumat (17/8/2018). Kemenangan menjadi harga mati bagi Garuda Muda untuk menjaga peluang lolos ke 16 besar.Saat ini Indonesia berada di posisi ketiga dengan mengemas tiga poin dari dua laga. Mereka tertinggal tiga angka dari Hongkong di urutan kedua serta terpaut empat poin dari Palestina di puncak. (Mochamad Hary Prasetya)";"74d5b468a2cb82d57fb9bf441b8885edf48dc493";"robots";"DesignStudio891162200000001";"11/1/2018 20:46";"11/1/2018 20:46";"y";"11/1/2018 20:46"
"Kompas.com";"rumah sakit";"https://www.google.com/url?q=https://bola.kompas.com/read/2018/08/16/11150088/cedera-engkel-bagas-adi-dibawa-ke-rumah-sakit&sa=U&ved=0ahUKEwjX-qefiLHeAhXXdd4KHaMhDEI4PBAWCAgwAQ&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw0Qcs9ITtUUZn0gap9IWANj";"Cedera Engkel, Bagas Adi Dibawa ke Rumah Sakit";"Aloysius Gonsaga AE";"8/16/2018 11:15";"KOMPAS.com - Timnas U-23 Indonesia kembali menjalani sesi latihan di Lapangan ABC, Senayan, Jakarta Pusat, Kamis (16/8/2018). Ini sebagai persiapan melawan timnas U-23 Laos dalam lanjutan penyisihan Grup A cabang sepak bola Asian Games 2018.Saat tiba di Lapangan ABC pada pukul 09.20 WIB, satu pemain Indonesia,  Bagas Adi Nugroho, langsung dilarikan ke rumah sakit. Bagas mengalami cedera di bagian kaki saat melawan Palestina pada Rabu (15/8).Bek Arema FC itu tidak bisa melanjutkan pertandingan dan terpaksa di gantikan Rezaldi Hehanussa pada babak kedua.
Baca Juga: Kalah dari Palestina, Begini Skenario Timnas U-23 Indonesia Bisa LolosBagas Adi ditemani Dokter Timnas U-23 Indonesia, Syarif Alwi, ke salah satu rumah sakit yang deket dengan Senayan. Kata Syarif Alwi, pemain belakang itu akan menjalani pemeriksaan magnetic resonance imaging (MRI).“Bagas Adi terpaksa tidak ikut latihan pada hari ini karena kemarin dia mengalami cedera pada engkelnya,” kata Syarif Alwi di Lapangan ABC, Kamis (16/8/2018).“Jadi kami bawa ke rumah sakit untuk MRI,” ucap pria yang akrab disapa Papi tersebut.Tanpa Bagas, terlihat satu wajah baru yang dipanggil pelatih Luis Milla. Bek Barito Putera, Nazar Nurzaidin, sudah bergabung bersama Hansamu Yama dkk dalam latihan pagi ini.Indonesia bertemu Laos di Stadion Patriot, Bekasi, Jawa Barat, Jumat (17/8/2018). Kemenangan menjadi harga mati bagi Garuda Muda untuk menjaga peluang lolos ke 16 besar.Saat ini Indonesia berada di posisi ketiga dengan mengemas tiga poin dari dua laga. Mereka tertinggal tiga angka dari Hongkong di urutan kedua serta terpaut empat poin dari Palestina di puncak. (Mochamad Hary Prasetya)";"9230d4e9fc758c0e28830cd69eb9c277abe9538";"robots";"DesignStudio2ef5efc000000001";"10/31/2018 23:08";"10/31/2018 23:08";"y";"10/31/2018 23:08"
"Kompas.com";"rumah sakit";"https://www.google.com/url?q=https://bola.kompas.com/read/2018/09/22/18310898/setelah-dilarikan-ke-rumah-sakit-kondisi-hendro-siswanto-membaik&sa=U&ved=0ahUKEwi_5ZqwqrPeAhVCwI8KHVUjD7s4PBAWCA4wAw&client=internal-uds-cse&cx=018212539862037696382:-xa61bkyvao&usg=AOvVaw1VZ9US05A77ICvlN3xkKzz";"Setelah Dilarikan ke Rumah Sakit, Kondisi Hendro Siswanto Membaik";"M. Hafidz Imaduddin";"9/22/2018 18:31";"KOMPAS.com - Kondisi gelandang  Arema FC, Hendro Siswanto, semakin baik setelah mengalami insiden pada laga melawan  Persipura Jayapura dalam lanjutan  Liga 1 2018 di Stadion Mandala, Jayapura, Sabtu (22/9/2018).
 
Hal itu terlihat dalam video unggahan di akun Instagram kapten Arema FC, Hamka Hamzah.
Dalam video tersebut terlihat Hendro sedang menyantap makanan di hotel tempat Arema FC menginap. Pelipis kanan Hendro terlihat diperban.
Hendro juga sudah bisa bercanda dengan rekan satu tim. Mereka terlihat bahagia melihat kondisi Hendro.
""Sebentar-sebentar saya mau makan dulu. Kepala saya pusing,"" kata Hendro sambil tersenyum ketika dipeluk Ahmad Nur Hardianto.
Baca juga: Persipura Vs Arema FC - Diwarnai Serangkaian Tragedi, Skor Berakhir 1-0 untuk Tuan Rumah

Dalam unggahan kedua, Hamka Hamzah memperlihatkan pemain Persipura Jayapura, Immanuel Wanggai, yang tidak sengaja bertabrakan dengan Hendro.
Baca juga: Persib Vs Persija - Febri Hariyadi Beri Komentar soal Kedekatannya dengan Rezaldi Hehanusa
Sama seperti Hendro, Wanggai juga terlihat memakai perban di pelipis kiri.
""Saya mau berdiri (menolong) saat itu. Tapi kepala saya juga berdarah. Saya mau minta maaf kepada Arema FC, staff, dan lain-lain. Saya takut (menunggu kondisi Hendro),"" kata Wanggai sembari memeluk Hendro.

Kedua pemain ini bertabrakan ketika babak kedua baru berjalan satu menit. Hendro dan Wanggai terlibat duel udara, namun kepala mereka berbenturan cukup keras.
Hendro langsung tersungkur ke lapangan. Kepalanya lebih dulu mendarat. Beruntung para pemain lain dan tim medis dengan cepat menolong Hendro untuk menghindari kejadian yang tidak diinginkan.";"036cd98e1599e9c1fef53be78c4889623f59b6";"robots";"DesignStudio891162200000001";"11/1/2018 20:48";"11/1/2018 20:48";"y";"11/1/2018 20:48"
