"","user_id","status_id","created_at","screen_name","text","source","is_retweet","retweet_count","place_name"
"2145","192946151","1097280159990726656",2019-02-17 23:42:31,"iwansajjahdah","Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta
#JokowiBohongLagi https://t.co/JIn17BryMX","Twitter Web App",TRUE,228,NA
"2146","2263013533","1097280102440685568",2019-02-17 23:42:17,"h3ndr1soe","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter for iPhone",TRUE,458,NA
"2147","1196271648","1097279996366807040",2019-02-17 23:41:52,"tito_ardianto","Kata pak @jokowi cuma 180 ribu ton ternyata ""Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton""
Jadi yg bohong siapa ni? Pak @jokowi
 Atau BPS ya?
Bohong lagi...!!! https://t.co/Eio7JQYqZO","Twitter for Android",TRUE,1,NA
"2148","971576665284362240","1097279952670535680",2019-02-17 23:41:41,"hendra46441460","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for iPhone",TRUE,627,NA
"2149","1033554060916416512","1097279828120629248",2019-02-17 23:41:12,"Huzaifa54747789","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2150","228208208","1097279814434582528",2019-02-17 23:41:08,"Elghivara","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2151","2808488514","1097279801981788160",2019-02-17 23:41:05,"tryrafly","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter Web App",TRUE,458,NA
"2152","61392102","1097279748504354817",2019-02-17 23:40:53,"irwanalfsh","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2153","960928966562361344","1097279674386866176",2019-02-17 23:40:35,"ichalsiber6","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter Web App",TRUE,458,NA
"2154","2754383112","1097173491877478401",2019-02-17 16:38:39,"toranaga3000","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter for Android",TRUE,458,NA
"2155","2754383112","1097185821398953984",2019-02-17 17:27:39,"toranaga3000","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2156","2754383112","1097198333930532864",2019-02-17 18:17:22,"toranaga3000","Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.

Mgp mereka memuji kebohongan? 

 https://t.co/fVlVoU6vVW","Twitter for Android",TRUE,72,NA
"2157","2754383112","1097173989598744576",2019-02-17 16:40:38,"toranaga3000","@detikcom Bohong lagi dong?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.","Twitter for Android",TRUE,42,NA
"2158","2754383112","1097279423915556864",2019-02-17 23:39:35,"toranaga3000","Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta
#JokowiBohongLagi https://t.co/JIn17BryMX","Twitter for Android",TRUE,228,NA
"2159","2754383112","1097173912914341888",2019-02-17 16:40:20,"toranaga3000","Bohong lagi.

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta. https://t.co/px6PfckBZj","Twitter for Android",TRUE,213,NA
"2160","972612274933284864","1097279414625161216",2019-02-17 23:39:33,"PopayLaw1","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter Web App",TRUE,627,NA
"2161","1082664791947194368","1097279153840091137",2019-02-17 23:38:31,"AiqThooriq","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2162","843269533930405888","1097278948638023680",2019-02-17 23:37:42,"unmagnetism","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for iPhone",TRUE,627,NA
"2163","792883141623021568","1097278689769713664",2019-02-17 23:36:40,"dennysagita2","Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta
#JokowiBohongLagi https://t.co/JIn17BryMX","Twitter for Android",TRUE,228,NA
"2164","1030401108588392448","1097278609134211074",2019-02-17 23:36:21,"Emak2GarisKeras","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter Web App",TRUE,627,NA
"2165","319046999","1097278556374163456",2019-02-17 23:36:08,"chacha_CM","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2166","1432162718","1097278476078395393",2019-02-17 23:35:49,"Aandy_tw","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter for Android",TRUE,458,NA
"2167","303895767","1097278455232684037",2019-02-17 23:35:44,"Derrywahyudi","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2168","1162627628","1097278334180896768",2019-02-17 23:35:15,"chaidar_2000","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter for Android",TRUE,458,NA
"2169","3301392637","1097278281882058752",2019-02-17 23:35:03,"nurmalahasibuan","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter Web App",TRUE,627,NA
"2170","153343659","1097278276001705984",2019-02-17 23:35:02,"ka_liank","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter Web App",TRUE,627,NA
"2171","954506631940775936","1097278262084915200",2019-02-17 23:34:58,"PBfor2019","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2172","2733902948","1097278215570173952",2019-02-17 23:34:47,"warsid22","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2173","2474087299","1097278213460418560",2019-02-17 23:34:47,"rupadhatu29","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter for Android",TRUE,458,NA
"2174","928610294309339136","1097278108242042880",2019-02-17 23:34:22,"mohammad_hasdar","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter Web App",TRUE,627,NA
"2175","99942681","1097278048590749696",2019-02-17 23:34:07,"AhmadHusenDok","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for iPhone",TRUE,627,NA
"2176","1096305967266820096","1097278033658929152",2019-02-17 23:34:04,"iqbalsalam16","Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta
#JokowiBohongLagi https://t.co/JIn17BryMX","Twitter Web App",TRUE,228,NA
"2177","123739767","1097278014595813376",2019-02-17 23:33:59,"yan_noviar","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for iPhone",TRUE,627,NA
"2178","996619613512200192","1097278008350527488",2019-02-17 23:33:58,"fyan_hobamatan","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2179","90834970","1097277974464745472",2019-02-17 23:33:50,"ronisahin","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2180","1095146139781742594","1097277912502362112",2019-02-17 23:33:35,"Laagaligo","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2181","1096647024705822720","1097277843124367360",2019-02-17 23:33:18,"EdiJun42218421","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2182","145275462","1097277741060091904",2019-02-17 23:32:54,"adyalasmana","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2183","2309052536","1097277707858014208",2019-02-17 23:32:46,"Cep_Ucuy","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2184","960024627488542721","1097277678204289024",2019-02-17 23:32:39,"AbbyHernawan","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter for Android",TRUE,458,NA
"2185","1082476851816214528","1097277661842292736",2019-02-17 23:32:35,"Amng85788161","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2186","1038192927095177216","1097277637410443265",2019-02-17 23:32:29,"Wahyuuuuuuuu3","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2187","1250873688","1097277593672310785",2019-02-17 23:32:19,"badai_ilham","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter for Android",TRUE,458,NA
"2188","2485591568","1097277575393472512",2019-02-17 23:32:15,"AdityaVogaybro","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2189","1539139248","1097277552740118529",2019-02-17 23:32:09,"rizkienug","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2190","1539139248","1097157374660423680",2019-02-17 15:34:36,"rizkienug","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2191","1066683241824829440","1097276289411469312",2019-02-17 23:27:08,"Rintomamonto161","Satu Pertanyaan:
Kapan akan berhenti bohong Cak ?!

Jokowi Sebut Impor Jagung 2018 hanya 180 Ribu Ton, Faktanya?

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang th 2018 mencapai 737,22 ribu ton dg nilai US$ 150,54 juta
#PrabowoMenangDebat
https://t.co/hYiv6xFHGI","Twitter for Android",TRUE,458,NA
"2192","1066683241824829440","1097277531164569600",2019-02-17 23:32:04,"Rintomamonto161","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2193","2554137601","1097277452571729920",2019-02-17 23:31:45,"sjnctxx_","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2194","1094844603281199104","1097277400096751616",2019-02-17 23:31:33,"Akhmadzamroni5","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter for Android",TRUE,627,NA
"2195","1072856475955916802","1097164859878211584",2019-02-17 16:04:21,"JJjuventus7","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2196","1072856475955916802","1097277359462334465",2019-02-17 23:31:23,"JJjuventus7","Bohong lagi.

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta. https://t.co/px6PfckBZj","Twitter for Android",TRUE,213,NA
"2197","2727581180","1097277357516152832",2019-02-17 23:31:23,"zokowiek","Mas KO boong ttg Impor Jagung!

Lalu benarkah data yg disampaikan mas KO? ""2018 impor 180.000 ton""

Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
#PrabowoMenangDebat

https://t.co/IjweT92loJ","Twitter for Android",TRUE,1191,NA
"2198","944720378735206400","1097277350922747904",2019-02-17 23:31:21,"PakAndiJakarte","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter Web App",TRUE,627,NA
"2199","974186810598293504","1097277337123442690",2019-02-17 23:31:18,"EkaBudi05","FAKTANYA 
. 
Menurut data Badan Pusat Statistik (BPS) impor jagung sepanjang tahun 2018 mencapai 737,22 ribu ton dengan nilai US$ 150,54 juta.
. 
#JokowiBohongLagi
#DebatPilpres2019
https://t.co/bh0CYj0mhO","Twitter Web App",TRUE,627,NA
